admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
Collines,Savalou,Savalou,7.9301365,1.97102840000002,vegetables and fruits,Tomates,KG,actual,Retail,XOF,500.0,0.9298
Couffo,Aplahoue,Azovè,6.9473986,1.70280149999996,cereals and tubers,gari,KG,actual,Retail,XOF,276.55,0.5143
Couffo,Aplahoue,Azovè,6.9473986,1.70280149999996,cereals and tubers,Mil,KG,actual,Retail,XOF,546.08,1.0155
Couffo,Aplahoue,Azovè,6.9473986,1.70280149999996,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,531.91,0.9892
Couffo,Aplahoue,Azovè,6.9473986,1.70280149999996,cereals and tubers,Sorgho,KG,actual,Retail,XOF,469.28,0.8727
Couffo,Aplahoue,Azovè,6.9473986,1.70280149999996,cereals and tubers,Ble,KG,actual,Retail,XOF,500.0,0.9298
Couffo,Aplahoue,Azovè,6.9473986,1.70280149999996,cereals and tubers,Igname,KG,actual,Retail,XOF,580.0,1.0786
Couffo,Aplahoue,Azovè,6.9473986,1.70280149999996,pulses and nuts,Arachide,KG,actual,Retail,XOF,679.61,1.2638
Couffo,Aplahoue,Azovè,6.9473986,1.70280149999996,pulses and nuts,Soja,KG,actual,Retail,XOF,536.33,0.9974
Couffo,Aplahoue,Azovè,6.9473986,1.70280149999996,vegetables and fruits,Oignons,KG,actual,Retail,XOF,300.0,0.5579
Couffo,Aplahoue,Azovè,6.9473986,1.70280149999996,vegetables and fruits,Tomates,KG,actual,Retail,XOF,1500.0,2.7895
Couffo,Dogbo-tota,Dogbo,6.80457591035683,1.78620044804717,cereals and tubers,gari,KG,actual,Retail,XOF,342.92,0.6377
Couffo,Dogbo-tota,Dogbo,6.80457591035683,1.78620044804717,cereals and tubers,Mil,KG,actual,Retail,XOF,464.29,0.8634
Couffo,Dogbo-tota,Dogbo,6.80457591035683,1.78620044804717,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,531.91,0.9892
Couffo,Dogbo-tota,Dogbo,6.80457591035683,1.78620044804717,cereals and tubers,Sorgho,KG,actual,Retail,XOF,464.29,0.8634
Couffo,Dogbo-tota,Dogbo,6.80457591035683,1.78620044804717,cereals and tubers,Ble,KG,actual,Retail,XOF,500.0,0.9298
Couffo,Dogbo-tota,Dogbo,6.80457591035683,1.78620044804717,cereals and tubers,Igname,KG,actual,Retail,XOF,616.25,1.146
Couffo,Dogbo-tota,Dogbo,6.80457591035683,1.78620044804717,pulses and nuts,Arachide,KG,actual,Retail,XOF,604.03,1.1233
Couffo,Dogbo-tota,Dogbo,6.80457591035683,1.78620044804717,pulses and nuts,Soja,KG,actual,Retail,XOF,323.74,0.602
Couffo,Dogbo-tota,Dogbo,6.80457591035683,1.78620044804717,vegetables and fruits,Chou,KG,actual,Retail,XOF,710.0,1.3204
Couffo,Dogbo-tota,Dogbo,6.80457591035683,1.78620044804717,vegetables and fruits,Oignons,KG,actual,Retail,XOF,276.25,0.5137
Couffo,Dogbo-tota,Dogbo,6.80457591035683,1.78620044804717,vegetables and fruits,Tomates,KG,actual,Retail,XOF,762.5,1.418
Couffo,Klouekanme,Klouékanmè,7.06631444292734,1.87731026042357,cereals and tubers,gari,KG,actual,Retail,XOF,535.71,0.9962
Couffo,Klouekanme,Klouékanmè,7.06631444292734,1.87731026042357,cereals and tubers,Mil,KG,actual,Retail,XOF,428.57,0.797
Couffo,Klouekanme,Klouékanmè,7.06631444292734,1.87731026042357,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,638.3,1.187
Couffo,Klouekanme,Klouékanmè,7.06631444292734,1.87731026042357,cereals and tubers,Ble,KG,actual,Retail,XOF,575.0,1.0693
Couffo,Klouekanme,Klouékanmè,7.06631444292734,1.87731026042357,cereals and tubers,Igname,KG,actual,Retail,XOF,250.0,0.4649
Couffo,Klouekanme,Klouékanmè,7.06631444292734,1.87731026042357,pulses and nuts,Arachide,KG,actual,Retail,XOF,503.36,0.9361
Couffo,Klouekanme,Klouékanmè,7.06631444292734,1.87731026042357,pulses and nuts,Soja,KG,actual,Retail,XOF,305.76,0.5686
Couffo,Klouekanme,Klouékanmè,7.06631444292734,1.87731026042357,vegetables and fruits,Oignons,KG,actual,Retail,XOF,435.0,0.809
Couffo,Klouekanme,Klouékanmè,7.06631444292734,1.87731026042357,vegetables and fruits,Tomates,KG,actual,Retail,XOF,265.0,0.4928
Donga,Bassila,Bassila,9.00847655390852,1.66607207433858,cereals and tubers,gari,KG,actual,Retail,XOF,312.5,0.5811
Donga,Bassila,Bassila,9.00847655390852,1.66607207433858,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,501.86,0.9333
Donga,Bassila,Bassila,9.00847655390852,1.66607207433858,cereals and tubers,Riz (local),KG,actual,Retail,XOF,427.51,0.795
Donga,Bassila,Bassila,9.00847655390852,1.66607207433858,cereals and tubers,Ble,KG,actual,Retail,XOF,450.0,0.8369
Donga,Bassila,Bassila,9.00847655390852,1.66607207433858,pulses and nuts,Arachide,KG,actual,Retail,XOF,607.48,1.1297
Donga,Bassila,Bassila,9.00847655390852,1.66607207433858,pulses and nuts,Soja,KG,actual,Retail,XOF,284.55,0.5292
Donga,Bassila,Bassila,9.00847655390852,1.66607207433858,vegetables and fruits,Chou,KG,actual,Retail,XOF,200.0,0.3719
Donga,Bassila,Bassila,9.00847655390852,1.66607207433858,vegetables and fruits,Oignons,KG,actual,Retail,XOF,350.0,0.6509
Donga,Bassila,Bassila,9.00847655390852,1.66607207433858,vegetables and fruits,Tomates,KG,actual,Retail,XOF,232.5,0.4324
Donga,Djougou,Djougou,9.7080916,1.66635229999997,cereals and tubers,gari,KG,actual,Retail,XOF,530.97,0.9874
Donga,Djougou,Djougou,9.7080916,1.66635229999997,cereals and tubers,Mil,KG,actual,Retail,XOF,106.48,0.198
Donga,Djougou,Djougou,9.7080916,1.66635229999997,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,478.72,0.8903
Donga,Djougou,Djougou,9.7080916,1.66635229999997,cereals and tubers,Riz (local),KG,actual,Retail,XOF,429.8,0.7993
Donga,Djougou,Djougou,9.7080916,1.66635229999997,cereals and tubers,Sorgho,KG,actual,Retail,XOF,277.78,0.5166
Donga,Djougou,Djougou,9.7080916,1.66635229999997,pulses and nuts,Soja,KG,actual,Retail,XOF,406.25,0.7555
Donga,Djougou,Djougou,9.7080916,1.66635229999997,vegetables and fruits,Oignons,KG,actual,Retail,XOF,491.25,0.9136
Donga,Djougou,Djougou,9.7080916,1.66635229999997,vegetables and fruits,Tomates,KG,actual,Retail,XOF,763.75,1.4203
Donga,Ouake,Kassoua-Allah,9.673328625,1.370989375,cereals and tubers,gari,KG,actual,Retail,XOF,550.0,1.0228
Donga,Ouake,Kassoua-Allah,9.673328625,1.370989375,cereals and tubers,Mil,KG,actual,Retail,XOF,282.2,0.5248
Donga,Ouake,Kassoua-Allah,9.673328625,1.370989375,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,483.27,0.8987
Donga,Ouake,Kassoua-Allah,9.673328625,1.370989375,cereals and tubers,Riz (local),KG,actual,Retail,XOF,460.04,0.8555
Donga,Ouake,Kassoua-Allah,9.673328625,1.370989375,cereals and tubers,Igname,KG,actual,Retail,XOF,193.0,0.3589
Donga,Ouake,Kassoua-Allah,9.673328625,1.370989375,pulses and nuts,Arachide,KG,actual,Retail,XOF,730.14,1.3578
Donga,Ouake,Kassoua-Allah,9.673328625,1.370989375,pulses and nuts,Soja,KG,actual,Retail,XOF,472.56,0.8788
Donga,Ouake,Kassoua-Allah,9.673328625,1.370989375,vegetables and fruits,Chou,KG,actual,Retail,XOF,664.0,1.2348
Donga,Ouake,Kassoua-Allah,9.673328625,1.370989375,vegetables and fruits,Oignons,KG,actual,Retail,XOF,577.75,1.0744
Donga,Ouake,Kassoua-Allah,9.673328625,1.370989375,vegetables and fruits,Tomates,KG,actual,Retail,XOF,994.25,1.849
Littoral,Cotonou,Dantokpa,6.374875,2.430846,cereals and tubers,gari,KG,actual,Retail,XOF,500.0,0.9298
Littoral,Cotonou,Dantokpa,6.374875,2.430846,cereals and tubers,Mil,KG,actual,Retail,XOF,574.71,1.0688
Littoral,Cotonou,Dantokpa,6.374875,2.430846,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,531.91,0.9892
Littoral,Cotonou,Dantokpa,6.374875,2.430846,cereals and tubers,Sorgho,KG,actual,Retail,XOF,459.77,0.855
Littoral,Cotonou,Dantokpa,6.374875,2.430846,cereals and tubers,Igname,KG,actual,Retail,XOF,475.0,0.8833
Littoral,Cotonou,Dantokpa,6.374875,2.430846,pulses and nuts,Arachide,KG,actual,Retail,XOF,869.57,1.6171
Littoral,Cotonou,Dantokpa,6.374875,2.430846,pulses and nuts,Soja,KG,actual,Retail,XOF,581.4,1.0812
Littoral,Cotonou,Dantokpa,6.374875,2.430846,vegetables and fruits,Chou,KG,actual,Retail,XOF,422.5,0.7857
Littoral,Cotonou,Dantokpa,6.374875,2.430846,vegetables and fruits,Oignons,KG,actual,Retail,XOF,242.5,0.451
Littoral,Cotonou,Dantokpa,6.374875,2.430846,vegetables and fruits,Tomates,KG,actual,Retail,XOF,808.75,1.504
Mono,Come,Comé,6.404500066,1.88262928,cereals and tubers,gari,KG,actual,Retail,XOF,512.82,0.9537
Mono,Come,Comé,6.404500066,1.88262928,cereals and tubers,Mil,KG,actual,Retail,XOF,574.71,1.0688
Mono,Come,Comé,6.404500066,1.88262928,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,425.53,0.7913
Mono,Come,Comé,6.404500066,1.88262928,cereals and tubers,Ble,KG,actual,Retail,XOF,400.0,0.7439
Mono,Come,Comé,6.404500066,1.88262928,cereals and tubers,Igname,KG,actual,Retail,XOF,500.0,0.9298
Mono,Come,Comé,6.404500066,1.88262928,pulses and nuts,Arachide,KG,actual,Retail,XOF,869.57,1.6171
Mono,Come,Comé,6.404500066,1.88262928,pulses and nuts,Soja,KG,actual,Retail,XOF,465.12,0.865
Mono,Come,Comé,6.404500066,1.88262928,vegetables and fruits,Oignons,KG,actual,Retail,XOF,317.5,0.5904
Mono,Come,Comé,6.404500066,1.88262928,vegetables and fruits,Tomates,KG,actual,Retail,XOF,825.0,1.5342
Oueme,Adjohoun,Azowlissè,6.666860222,2.491859927,cereals and tubers,gari,KG,actual,Retail,XOF,482.14,0.8966
Oueme,Adjohoun,Azowlissè,6.666860222,2.491859927,cereals and tubers,Mil,KG,actual,Retail,XOF,689.66,1.2825
Oueme,Adjohoun,Azowlissè,6.666860222,2.491859927,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,531.91,0.9892
Oueme,Adjohoun,Azowlissè,6.666860222,2.491859927,cereals and tubers,Riz (local),KG,actual,Retail,XOF,425.53,0.7913
Oueme,Adjohoun,Azowlissè,6.666860222,2.491859927,cereals and tubers,Ble,KG,actual,Retail,XOF,450.0,0.8369
Oueme,Adjohoun,Azowlissè,6.666860222,2.491859927,pulses and nuts,Arachide,KG,actual,Retail,XOF,699.73,1.3013
Oueme,Adjohoun,Azowlissè,6.666860222,2.491859927,pulses and nuts,Soja,KG,actual,Retail,XOF,472.38,0.8785
Oueme,Adjohoun,Azowlissè,6.666860222,2.491859927,vegetables and fruits,Oignons,KG,actual,Retail,XOF,267.0,0.4965
Oueme,Adjohoun,Azowlissè,6.666860222,2.491859927,vegetables and fruits,Tomates,KG,actual,Retail,XOF,767.75,1.4278
Oueme,Bonou,Affamè,6.905871,2.468718,cereals and tubers,gari,KG,actual,Retail,XOF,428.57,0.797
Oueme,Bonou,Affamè,6.905871,2.468718,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,425.53,0.7913
Oueme,Bonou,Affamè,6.905871,2.468718,pulses and nuts,Soja,KG,actual,Retail,XOF,465.12,0.865
Oueme,Bonou,Affamè,6.905871,2.468718,vegetables and fruits,Oignons,KG,actual,Retail,XOF,90.0,0.1674
Oueme,Bonou,Affamè,6.905871,2.468718,vegetables and fruits,Tomates,KG,actual,Retail,XOF,310.0,0.5765
Oueme,Dangbo,Dangbo,6.58566313296529,2.55027972884045,cereals and tubers,gari,KG,actual,Retail,XOF,741.07,1.3781
Oueme,Dangbo,Dangbo,6.58566313296529,2.55027972884045,cereals and tubers,Mil,KG,actual,Retail,XOF,689.66,1.2825
Oueme,Dangbo,Dangbo,6.58566313296529,2.55027972884045,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,611.7,1.1376
Oueme,Dangbo,Dangbo,6.58566313296529,2.55027972884045,cereals and tubers,Riz (local),KG,actual,Retail,XOF,425.53,0.7913
Oueme,Dangbo,Dangbo,6.58566313296529,2.55027972884045,cereals and tubers,Sorgho,KG,actual,Retail,XOF,488.51,0.9085
Oueme,Dangbo,Dangbo,6.58566313296529,2.55027972884045,cereals and tubers,Igname,KG,actual,Retail,XOF,450.0,0.8369
Oueme,Dangbo,Dangbo,6.58566313296529,2.55027972884045,pulses and nuts,Arachide,KG,actual,Retail,XOF,788.04,1.4655
Oueme,Dangbo,Dangbo,6.58566313296529,2.55027972884045,pulses and nuts,Soja,KG,actual,Retail,XOF,450.58,0.8379
Oueme,Dangbo,Dangbo,6.58566313296529,2.55027972884045,vegetables and fruits,Chou,KG,actual,Retail,XOF,293.75,0.5463
Oueme,Dangbo,Dangbo,6.58566313296529,2.55027972884045,vegetables and fruits,Oignons,KG,actual,Retail,XOF,258.75,0.4812
Oueme,Dangbo,Dangbo,6.58566313296529,2.55027972884045,vegetables and fruits,Tomates,KG,actual,Retail,XOF,1200.0,2.2316
Oueme,Dangbo,Hozin,6.602979,2.546365,cereals and tubers,gari,KG,actual,Retail,XOF,500.0,0.9298
Oueme,Dangbo,Hozin,6.602979,2.546365,cereals and tubers,Mil,KG,actual,Retail,XOF,517.24,0.9619
Oueme,Dangbo,Hozin,6.602979,2.546365,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,531.91,0.9892
Oueme,Dangbo,Hozin,6.602979,2.546365,cereals and tubers,Sorgho,KG,actual,Retail,XOF,517.24,0.9619
Oueme,Dangbo,Hozin,6.602979,2.546365,cereals and tubers,Ble,KG,actual,Retail,XOF,500.0,0.9298
Oueme,Dangbo,Hozin,6.602979,2.546365,pulses and nuts,Arachide,KG,actual,Retail,XOF,760.87,1.415
Oueme,Dangbo,Hozin,6.602979,2.546365,pulses and nuts,Soja,KG,actual,Retail,XOF,465.12,0.865
Oueme,Dangbo,Hozin,6.602979,2.546365,vegetables and fruits,Oignons,KG,actual,Retail,XOF,342.5,0.6369
Oueme,Dangbo,Hozin,6.602979,2.546365,vegetables and fruits,Tomates,KG,actual,Retail,XOF,682.5,1.2692
Oueme,Porto-novo,Ahidahomè (Porto-Novo),6.49949199483173,2.61927958173369,cereals and tubers,gari,KG,actual,Retail,XOF,595.24,1.1069
Oueme,Porto-novo,Ahidahomè (Porto-Novo),6.49949199483173,2.61927958173369,cereals and tubers,Mil,KG,actual,Retail,XOF,517.24,0.9619
Oueme,Porto-novo,Ahidahomè (Porto-Novo),6.49949199483173,2.61927958173369,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,531.91,0.9892
Oueme,Porto-novo,Ahidahomè (Porto-Novo),6.49949199483173,2.61927958173369,cereals and tubers,Sorgho,KG,actual,Retail,XOF,459.77,0.855
Oueme,Porto-novo,Ahidahomè (Porto-Novo),6.49949199483173,2.61927958173369,cereals and tubers,Ble,KG,actual,Retail,XOF,550.0,1.0228
Oueme,Porto-novo,Ahidahomè (Porto-Novo),6.49949199483173,2.61927958173369,cereals and tubers,Igname,KG,actual,Retail,XOF,308.33,0.5734
Oueme,Porto-novo,Ahidahomè (Porto-Novo),6.49949199483173,2.61927958173369,pulses and nuts,Arachide,KG,actual,Retail,XOF,760.87,1.415
Oueme,Porto-novo,Ahidahomè (Porto-Novo),6.49949199483173,2.61927958173369,pulses and nuts,Soja,KG,actual,Retail,XOF,465.12,0.865
Oueme,Porto-novo,Ahidahomè (Porto-Novo),6.49949199483173,2.61927958173369,vegetables and fruits,Chou,KG,actual,Retail,XOF,618.33,1.1499
Oueme,Porto-novo,Ahidahomè (Porto-Novo),6.49949199483173,2.61927958173369,vegetables and fruits,Oignons,KG,actual,Retail,XOF,528.33,0.9825
Oueme,Porto-novo,Ahidahomè (Porto-Novo),6.49949199483173,2.61927958173369,vegetables and fruits,Tomates,KG,actual,Retail,XOF,1106.67,2.058
Oueme,Porto-novo,Ouando,6.49805479999999,2.59009459999992,cereals and tubers,gari,KG,actual,Retail,XOF,304.62,0.5665
Oueme,Porto-novo,Ouando,6.49805479999999,2.59009459999992,cereals and tubers,Mil,KG,actual,Retail,XOF,574.71,1.0688
Oueme,Porto-novo,Ouando,6.49805479999999,2.59009459999992,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,531.91,0.9892
Oueme,Porto-novo,Ouando,6.49805479999999,2.59009459999992,cereals and tubers,Igname,KG,actual,Retail,XOF,250.0,0.4649
Oueme,Porto-novo,Ouando,6.49805479999999,2.59009459999992,pulses and nuts,Arachide,KG,actual,Retail,XOF,760.87,1.415
Oueme,Porto-novo,Ouando,6.49805479999999,2.59009459999992,pulses and nuts,Soja,KG,actual,Retail,XOF,348.84,0.6487
Oueme,Porto-novo,Ouando,6.49805479999999,2.59009459999992,vegetables and fruits,Chou,KG,actual,Retail,XOF,256.25,0.4765
Oueme,Porto-novo,Ouando,6.49805479999999,2.59009459999992,vegetables and fruits,Oignons,KG,actual,Retail,XOF,265.0,0.4928
Oueme,Porto-novo,Ouando,6.49805479999999,2.59009459999992,vegetables and fruits,Tomates,KG,actual,Retail,XOF,840.0,1.5621
Plateau,Adja-ouere,Ikpenlè,6.892936512,2.621054179,cereals and tubers,gari,KG,actual,Retail,XOF,500.0,0.9298
Plateau,Adja-ouere,Ikpenlè,6.892936512,2.621054179,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,425.53,0.7913
Plateau,Adja-ouere,Ikpenlè,6.892936512,2.621054179,cereals and tubers,Riz (local),KG,actual,Retail,XOF,372.34,0.6924
Plateau,Adja-ouere,Ikpenlè,6.892936512,2.621054179,cereals and tubers,Igname,KG,actual,Retail,XOF,280.0,0.5207
Plateau,Adja-ouere,Ikpenlè,6.892936512,2.621054179,pulses and nuts,Arachide,KG,actual,Retail,XOF,760.87,1.415
Plateau,Adja-ouere,Ikpenlè,6.892936512,2.621054179,pulses and nuts,Soja,KG,actual,Retail,XOF,465.12,0.865
Plateau,Adja-ouere,Ikpenlè,6.892936512,2.621054179,vegetables and fruits,Oignons,KG,actual,Retail,XOF,377.5,0.702
Plateau,Adja-ouere,Ikpenlè,6.892936512,2.621054179,vegetables and fruits,Tomates,KG,actual,Retail,XOF,427.5,0.795
Plateau,Adja-ouere,Tatonnoukon,6.965354,2.57442,cereals and tubers,gari,KG,actual,Retail,XOF,428.57,0.797
Plateau,Adja-ouere,Tatonnoukon,6.965354,2.57442,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,372.34,0.6924
Plateau,Adja-ouere,Tatonnoukon,6.965354,2.57442,cereals and tubers,Riz (local),KG,actual,Retail,XOF,372.34,0.6924
Plateau,Adja-ouere,Tatonnoukon,6.965354,2.57442,cereals and tubers,Ble,KG,actual,Retail,XOF,500.0,0.9298
Plateau,Adja-ouere,Tatonnoukon,6.965354,2.57442,cereals and tubers,Igname,KG,actual,Retail,XOF,2000.0,3.7193
Plateau,Adja-ouere,Tatonnoukon,6.965354,2.57442,pulses and nuts,Arachide,KG,actual,Retail,XOF,652.17,1.2128
Plateau,Adja-ouere,Tatonnoukon,6.965354,2.57442,pulses and nuts,Soja,KG,actual,Retail,XOF,406.98,0.7568
Plateau,Adja-ouere,Tatonnoukon,6.965354,2.57442,vegetables and fruits,Oignons,KG,actual,Retail,XOF,2000.0,3.7193
Plateau,Adja-ouere,Tatonnoukon,6.965354,2.57442,vegetables and fruits,Tomates,KG,actual,Retail,XOF,3000.0,5.579
Plateau,Ketou,Kétou,7.3603376,2.60404360000006,cereals and tubers,gari,KG,actual,Retail,XOF,309.73,0.576
Plateau,Ketou,Kétou,7.3603376,2.60404360000006,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,531.91,0.9892
Plateau,Ketou,Kétou,7.3603376,2.60404360000006,cereals and tubers,Riz (local),KG,actual,Retail,XOF,425.53,0.7913
Plateau,Ketou,Kétou,7.3603376,2.60404360000006,cereals and tubers,Ble,KG,actual,Retail,XOF,500.0,0.9298
Plateau,Ketou,Kétou,7.3603376,2.60404360000006,cereals and tubers,Igname,KG,actual,Retail,XOF,300.0,0.5579
Plateau,Ketou,Kétou,7.3603376,2.60404360000006,pulses and nuts,Arachide,KG,actual,Retail,XOF,665.76,1.2381
Plateau,Ketou,Kétou,7.3603376,2.60404360000006,pulses and nuts,Soja,KG,actual,Retail,XOF,296.76,0.5519
Plateau,Ketou,Kétou,7.3603376,2.60404360000006,vegetables and fruits,Oignons,KG,actual,Retail,XOF,725.0,1.3483
Plateau,Ketou,Kétou,7.3603376,2.60404360000006,vegetables and fruits,Tomates,KG,actual,Retail,XOF,950.0,1.7667
Plateau,Pobe,Pobè,6.9832415,2.66360659999998,cereals and tubers,gari,KG,actual,Retail,XOF,500.0,0.9298
Plateau,Pobe,Pobè,6.9832415,2.66360659999998,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,531.91,0.9892
Plateau,Pobe,Pobè,6.9832415,2.66360659999998,pulses and nuts,Arachide,KG,actual,Retail,XOF,760.87,1.415
Plateau,Pobe,Pobè,6.9832415,2.66360659999998,pulses and nuts,Soja,KG,actual,Retail,XOF,465.12,0.865
Plateau,Pobe,Pobè,6.9832415,2.66360659999998,vegetables and fruits,Oignons,KG,actual,Retail,XOF,387.5,0.7206
Plateau,Pobe,Pobè,6.9832415,2.66360659999998,vegetables and fruits,Tomates,KG,actual,Retail,XOF,637.5,1.1855
Plateau,Sakete,Yoko,6.71247497465231,2.61226582496574,cereals and tubers,gari,KG,actual,Retail,XOF,265.49,0.4937
Plateau,Sakete,Yoko,6.71247497465231,2.61226582496574,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,478.72,0.8903
Plateau,Sakete,Yoko,6.71247497465231,2.61226582496574,cereals and tubers,Riz (local),KG,actual,Retail,XOF,358.94,0.6675
Plateau,Sakete,Yoko,6.71247497465231,2.61226582496574,pulses and nuts,Arachide,KG,actual,Retail,XOF,652.17,1.2128
Plateau,Sakete,Yoko,6.71247497465231,2.61226582496574,pulses and nuts,Soja,KG,actual,Retail,XOF,465.12,0.865
Plateau,Sakete,Yoko,6.71247497465231,2.61226582496574,vegetables and fruits,Oignons,KG,actual,Retail,XOF,357.4,0.6646
Plateau,Sakete,Yoko,6.71247497465231,2.61226582496574,vegetables and fruits,Tomates,KG,actual,Retail,XOF,860.0,1.5993
Zou,Abomey,Abomey,7.18,1.99,cereals and tubers,gari,KG,actual,Retail,XOF,642.86,1.1955
Zou,Abomey,Abomey,7.18,1.99,cereals and tubers,Mil,KG,actual,Retail,XOF,545.98,1.0153
Zou,Abomey,Abomey,7.18,1.99,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,505.32,0.9397
Zou,Abomey,Abomey,7.18,1.99,cereals and tubers,Riz (local),KG,actual,Retail,XOF,478.72,0.8903
Zou,Abomey,Abomey,7.18,1.99,cereals and tubers,Sorgho,KG,actual,Retail,XOF,459.77,0.855
Zou,Abomey,Abomey,7.18,1.99,cereals and tubers,Ble,KG,actual,Retail,XOF,425.0,0.7904
Zou,Abomey,Abomey,7.18,1.99,cereals and tubers,Igname,KG,actual,Retail,XOF,182.5,0.3394
Zou,Abomey,Abomey,7.18,1.99,pulses and nuts,Arachide,KG,actual,Retail,XOF,720.11,1.3392
Zou,Abomey,Abomey,7.18,1.99,pulses and nuts,Soja,KG,actual,Retail,XOF,479.65,0.892
Zou,Abomey,Abomey,7.18,1.99,vegetables and fruits,Chou,KG,actual,Retail,XOF,1425.0,2.65
Zou,Abomey,Abomey,7.18,1.99,vegetables and fruits,Oignons,KG,actual,Retail,XOF,575.0,1.0693
Zou,Abomey,Abomey,7.18,1.99,vegetables and fruits,Tomates,KG,actual,Retail,XOF,1687.5,3.1382
Zou,Bohicon,Bohicon,7.17976839999999,2.07142229999999,cereals and tubers,gari,KG,actual,Retail,XOF,401.79,0.7472
Zou,Bohicon,Bohicon,7.17976839999999,2.07142229999999,cereals and tubers,Mil,KG,actual,Retail,XOF,409.48,0.7615
Zou,Bohicon,Bohicon,7.17976839999999,2.07142229999999,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,465.43,0.8655
Zou,Bohicon,Bohicon,7.17976839999999,2.07142229999999,cereals and tubers,Sorgho,KG,actual,Retail,XOF,409.48,0.7615
Zou,Bohicon,Bohicon,7.17976839999999,2.07142229999999,cereals and tubers,Ble,KG,actual,Retail,XOF,456.25,0.8485
Zou,Bohicon,Bohicon,7.17976839999999,2.07142229999999,cereals and tubers,Igname,KG,actual,Retail,XOF,268.75,0.4998
Zou,Bohicon,Bohicon,7.17976839999999,2.07142229999999,pulses and nuts,Arachide,KG,actual,Retail,XOF,638.59,1.1876
Zou,Bohicon,Bohicon,7.17976839999999,2.07142229999999,pulses and nuts,Soja,KG,actual,Retail,XOF,319.77,0.5947
Zou,Bohicon,Bohicon,7.17976839999999,2.07142229999999,vegetables and fruits,Chou,KG,actual,Retail,XOF,1025.0,1.9062
Zou,Bohicon,Bohicon,7.17976839999999,2.07142229999999,vegetables and fruits,Oignons,KG,actual,Retail,XOF,318.75,0.5928
Zou,Bohicon,Bohicon,7.17976839999999,2.07142229999999,vegetables and fruits,Tomates,KG,actual,Retail,XOF,600.0,1.1158
Zou,Cove,Covè,7.21749839841394,2.34246344115848,cereals and tubers,gari,KG,actual,Retail,XOF,464.29,0.8634
Zou,Cove,Covè,7.21749839841394,2.34246344115848,cereals and tubers,Mil,KG,actual,Retail,XOF,689.66,1.2825
Zou,Cove,Covè,7.21749839841394,2.34246344115848,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,425.53,0.7913
Zou,Cove,Covè,7.21749839841394,2.34246344115848,cereals and tubers,Riz (local),KG,actual,Retail,XOF,319.15,0.5935
Zou,Cove,Covè,7.21749839841394,2.34246344115848,cereals and tubers,Sorgho,KG,actual,Retail,XOF,431.03,0.8016
Zou,Cove,Covè,7.21749839841394,2.34246344115848,cereals and tubers,Igname,KG,actual,Retail,XOF,600.0,1.1158
Zou,Cove,Covè,7.21749839841394,2.34246344115848,pulses and nuts,Arachide,KG,actual,Retail,XOF,652.17,1.2128
Zou,Cove,Covè,7.21749839841394,2.34246344115848,pulses and nuts,Soja,KG,actual,Retail,XOF,523.26,0.9731
Zou,Cove,Covè,7.21749839841394,2.34246344115848,vegetables and fruits,Chou,KG,actual,Retail,XOF,1000.0,1.8597
Zou,Cove,Covè,7.21749839841394,2.34246344115848,vegetables and fruits,Oignons,KG,actual,Retail,XOF,1100.0,2.0456
Zou,Cove,Covè,7.21749839841394,2.34246344115848,vegetables and fruits,Tomates,KG,actual,Retail,XOF,1300.0,2.4176
Zou,Ouinhi,Dasso,7.01224125521307,2.46487016290928,cereals and tubers,gari,KG,actual,Retail,XOF,320.51,0.596
Zou,Ouinhi,Dasso,7.01224125521307,2.46487016290928,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,452.13,0.8408
Zou,Ouinhi,Dasso,7.01224125521307,2.46487016290928,cereals and tubers,Sorgho,KG,actual,Retail,XOF,316.09,0.5878
Zou,Ouinhi,Dasso,7.01224125521307,2.46487016290928,cereals and tubers,Ble,KG,actual,Retail,XOF,500.0,0.9298
Zou,Ouinhi,Dasso,7.01224125521307,2.46487016290928,cereals and tubers,Igname,KG,actual,Retail,XOF,376.5,0.7002
