admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
Atlantique,Toffo,Sehoue,6.84031739,2.110399356,pulses and nuts,Soja,KG,actual,Retail,XOF,232.56,0.4023
Atlantique,Toffo,Sehoue,6.84031739,2.110399356,vegetables and fruits,Oignons,KG,actual,Retail,XOF,423.33,0.7323
Atlantique,Toffo,Sehoue,6.84031739,2.110399356,vegetables and fruits,Tomates,KG,actual,Retail,XOF,751.67,1.3002
Atlantique,Ze,Sèdjè-Dénou,6.72398312814235,2.37818350864916,cereals and tubers,gari,KG,actual,Retail,XOF,297.14,0.514
Atlantique,Ze,Sèdjè-Dénou,6.72398312814235,2.37818350864916,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,505.32,0.8741
Atlantique,Ze,Sèdjè-Dénou,6.72398312814235,2.37818350864916,cereals and tubers,Riz (local),KG,actual,Retail,XOF,332.45,0.5751
Atlantique,Ze,Sèdjè-Dénou,6.72398312814235,2.37818350864916,cereals and tubers,Ble,KG,actual,Retail,XOF,408.13,0.706
Atlantique,Ze,Sèdjè-Dénou,6.72398312814235,2.37818350864916,pulses and nuts,Arachide,KG,actual,Retail,XOF,620.24,1.0729
Atlantique,Ze,Sèdjè-Dénou,6.72398312814235,2.37818350864916,pulses and nuts,Soja,KG,actual,Retail,XOF,311.05,0.538
Atlantique,Ze,Sèdjè-Dénou,6.72398312814235,2.37818350864916,vegetables and fruits,Oignons,KG,actual,Retail,XOF,155.63,0.2692
Atlantique,Ze,Sèdjè-Dénou,6.72398312814235,2.37818350864916,vegetables and fruits,Tomates,KG,actual,Retail,XOF,356.25,0.6162
Atlantique,Ze,Zè,6.68258845326288,2.32422073102671,cereals and tubers,gari,KG,actual,Retail,XOF,357.14,0.6178
Atlantique,Ze,Zè,6.68258845326288,2.32422073102671,cereals and tubers,Mil,KG,actual,Retail,XOF,445.4,0.7704
Atlantique,Ze,Zè,6.68258845326288,2.32422073102671,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,425.53,0.7361
Atlantique,Ze,Zè,6.68258845326288,2.32422073102671,cereals and tubers,Ble,KG,actual,Retail,XOF,500.0,0.8649
Atlantique,Ze,Zè,6.68258845326288,2.32422073102671,pulses and nuts,Arachide,KG,actual,Retail,XOF,652.17,1.1281
Atlantique,Ze,Zè,6.68258845326288,2.32422073102671,pulses and nuts,Soja,KG,actual,Retail,XOF,406.98,0.704
Atlantique,Ze,Zè,6.68258845326288,2.32422073102671,vegetables and fruits,Oignons,KG,actual,Retail,XOF,280.0,0.4843
Atlantique,Ze,Zè,6.68258845326288,2.32422073102671,vegetables and fruits,Tomates,KG,actual,Retail,XOF,642.0,1.1105
Borgou,Bembereke,Bembèrèkè,10.2248299637331,2.66918252164771,cereals and tubers,gari,KG,actual,Retail,XOF,410.71,0.7104
Borgou,Bembereke,Bembèrèkè,10.2248299637331,2.66918252164771,cereals and tubers,Mil,KG,actual,Retail,XOF,333.33,0.5766
Borgou,Bembereke,Bembèrèkè,10.2248299637331,2.66918252164771,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,531.91,0.9201
Borgou,Bembereke,Bembèrèkè,10.2248299637331,2.66918252164771,cereals and tubers,Riz (local),KG,actual,Retail,XOF,372.34,0.6441
Borgou,Bembereke,Bembèrèkè,10.2248299637331,2.66918252164771,cereals and tubers,Sorgho,KG,actual,Retail,XOF,225.0,0.3892
Borgou,Bembereke,Bembèrèkè,10.2248299637331,2.66918252164771,cereals and tubers,Ble,KG,actual,Retail,XOF,500.0,0.8649
Borgou,Bembereke,Bembèrèkè,10.2248299637331,2.66918252164771,cereals and tubers,Igname,KG,actual,Retail,XOF,157.5,0.2724
Borgou,Bembereke,Bembèrèkè,10.2248299637331,2.66918252164771,pulses and nuts,Arachide,KG,actual,Retail,XOF,597.83,1.0341
Borgou,Bembereke,Bembèrèkè,10.2248299637331,2.66918252164771,pulses and nuts,Soja,KG,actual,Retail,XOF,228.57,0.3954
Borgou,Bembereke,Bembèrèkè,10.2248299637331,2.66918252164771,vegetables and fruits,Chou,KG,actual,Retail,XOF,500.0,0.8649
Borgou,Bembereke,Bembèrèkè,10.2248299637331,2.66918252164771,vegetables and fruits,Oignons,KG,actual,Retail,XOF,300.0,0.5189
Borgou,Bembereke,Bembèrèkè,10.2248299637331,2.66918252164771,vegetables and fruits,Tomates,KG,actual,Retail,XOF,275.0,0.4757
Borgou,Kalale,Kalalé,10.2901302,3.38172639999993,cereals and tubers,gari,KG,actual,Retail,XOF,428.57,0.7413
Borgou,Kalale,Kalalé,10.2901302,3.38172639999993,cereals and tubers,Mil,KG,actual,Retail,XOF,531.5,0.9194
Borgou,Kalale,Kalalé,10.2901302,3.38172639999993,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,475.0,0.8216
Borgou,Kalale,Kalalé,10.2901302,3.38172639999993,cereals and tubers,Riz (local),KG,actual,Retail,XOF,425.53,0.7361
Borgou,Kalale,Kalalé,10.2901302,3.38172639999993,cereals and tubers,Sorgho,KG,actual,Retail,XOF,236.22,0.4086
Borgou,Kalale,Kalalé,10.2901302,3.38172639999993,pulses and nuts,Soja,KG,actual,Retail,XOF,273.44,0.473
Borgou,Kalale,Kalalé,10.2901302,3.38172639999993,vegetables and fruits,Chou,KG,actual,Retail,XOF,426.25,0.7373
Borgou,Kalale,Kalalé,10.2901302,3.38172639999993,vegetables and fruits,Oignons,KG,actual,Retail,XOF,279.25,0.483
Borgou,Kalale,Kalalé,10.2901302,3.38172639999993,vegetables and fruits,Tomates,KG,actual,Retail,XOF,525.0,0.9081
Borgou,Nikki,Nikki,9.936763,3.21312320000004,cereals and tubers,gari,KG,actual,Retail,XOF,348.21,0.6023
Borgou,Nikki,Nikki,9.936763,3.21312320000004,cereals and tubers,Mil,KG,actual,Retail,XOF,118.11,0.2043
Borgou,Nikki,Nikki,9.936763,3.21312320000004,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,452.13,0.7821
Borgou,Nikki,Nikki,9.936763,3.21312320000004,cereals and tubers,Riz (local),KG,actual,Retail,XOF,319.15,0.552
Borgou,Nikki,Nikki,9.936763,3.21312320000004,cereals and tubers,Ble,KG,actual,Retail,XOF,500.0,0.8649
Borgou,Nikki,Nikki,9.936763,3.21312320000004,pulses and nuts,Soja,KG,actual,Retail,XOF,215.36,0.3725
Borgou,Nikki,Nikki,9.936763,3.21312320000004,vegetables and fruits,Oignons,KG,actual,Retail,XOF,575.0,0.9946
Borgou,Parakou,Parakou,9.3466822,2.60900430000003,cereals and tubers,gari,KG,actual,Retail,XOF,221.24,0.3827
Borgou,Parakou,Parakou,9.3466822,2.60900430000003,cereals and tubers,Mil,KG,actual,Retail,XOF,214.76,0.3715
Borgou,Parakou,Parakou,9.3466822,2.60900430000003,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,413.22,0.7148
Borgou,Parakou,Parakou,9.3466822,2.60900430000003,cereals and tubers,Riz (local),KG,actual,Retail,XOF,371.9,0.6433
Borgou,Parakou,Parakou,9.3466822,2.60900430000003,cereals and tubers,Sorgho,KG,actual,Retail,XOF,172.62,0.2986
Borgou,Parakou,Parakou,9.3466822,2.60900430000003,cereals and tubers,Ble,KG,actual,Retail,XOF,500.0,0.8649
Borgou,Parakou,Parakou,9.3466822,2.60900430000003,cereals and tubers,Igname,KG,actual,Retail,XOF,167.5,0.2897
Borgou,Parakou,Parakou,9.3466822,2.60900430000003,pulses and nuts,Arachide,KG,actual,Retail,XOF,346.53,0.5994
Borgou,Parakou,Parakou,9.3466822,2.60900430000003,pulses and nuts,Soja,KG,actual,Retail,XOF,203.84,0.3526
Borgou,Parakou,Parakou,9.3466822,2.60900430000003,vegetables and fruits,Chou,KG,actual,Retail,XOF,483.33,0.836
Borgou,Parakou,Parakou,9.3466822,2.60900430000003,vegetables and fruits,Oignons,KG,actual,Retail,XOF,228.33,0.395
Borgou,Parakou,Parakou,9.3466822,2.60900430000003,vegetables and fruits,Tomates,KG,actual,Retail,XOF,433.33,0.7496
Borgou,Sinende,Sinendé,10.3438309,2.38383039999996,cereals and tubers,gari,KG,actual,Retail,XOF,285.71,0.4942
Borgou,Sinende,Sinendé,10.3438309,2.38383039999996,cereals and tubers,Mil,KG,actual,Retail,XOF,55.12,0.0953
Borgou,Sinende,Sinendé,10.3438309,2.38383039999996,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,425.53,0.7361
Borgou,Sinende,Sinendé,10.3438309,2.38383039999996,cereals and tubers,Riz (local),KG,actual,Retail,XOF,372.34,0.6441
Borgou,Sinende,Sinendé,10.3438309,2.38383039999996,cereals and tubers,Sorgho,KG,actual,Retail,XOF,55.12,0.0953
Borgou,Sinende,Sinendé,10.3438309,2.38383039999996,cereals and tubers,Ble,KG,actual,Retail,XOF,360.0,0.6227
Borgou,Sinende,Sinendé,10.3438309,2.38383039999996,cereals and tubers,Igname,KG,actual,Retail,XOF,210.0,0.3632
Borgou,Sinende,Sinendé,10.3438309,2.38383039999996,pulses and nuts,Arachide,KG,actual,Retail,XOF,652.17,1.1281
Borgou,Sinende,Sinendé,10.3438309,2.38383039999996,pulses and nuts,Soja,KG,actual,Retail,XOF,215.12,0.3721
Borgou,Sinende,Sinendé,10.3438309,2.38383039999996,vegetables and fruits,Oignons,KG,actual,Retail,XOF,270.0,0.467
Borgou,Sinende,Sinendé,10.3438309,2.38383039999996,vegetables and fruits,Tomates,KG,actual,Retail,XOF,340.0,0.5881
Borgou,Tchaourou,Tchaourou,8.88836815166783,2.59632659150675,cereals and tubers,gari,KG,actual,Retail,XOF,285.71,0.4942
Borgou,Tchaourou,Tchaourou,8.88836815166783,2.59632659150675,cereals and tubers,Mil,KG,actual,Retail,XOF,121.58,0.2103
Borgou,Tchaourou,Tchaourou,8.88836815166783,2.59632659150675,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,478.72,0.8281
Borgou,Tchaourou,Tchaourou,8.88836815166783,2.59632659150675,cereals and tubers,Sorgho,KG,actual,Retail,XOF,212.77,0.368
Borgou,Tchaourou,Tchaourou,8.88836815166783,2.59632659150675,cereals and tubers,Igname,KG,actual,Retail,XOF,270.0,0.467
Borgou,Tchaourou,Tchaourou,8.88836815166783,2.59632659150675,pulses and nuts,Arachide,KG,actual,Retail,XOF,467.29,0.8083
Borgou,Tchaourou,Tchaourou,8.88836815166783,2.59632659150675,pulses and nuts,Soja,KG,actual,Retail,XOF,264.03,0.4567
Borgou,Tchaourou,Tchaourou,8.88836815166783,2.59632659150675,vegetables and fruits,Oignons,KG,actual,Retail,XOF,350.0,0.6054
Borgou,Tchaourou,Tchaourou,8.88836815166783,2.59632659150675,vegetables and fruits,Tomates,KG,actual,Retail,XOF,800.0,1.3838
Collines,Dassa,Dassa-Zoumè,7.77743731628446,2.19833701075543,cereals and tubers,gari,KG,actual,Retail,XOF,467.98,0.8095
Collines,Dassa,Dassa-Zoumè,7.77743731628446,2.19833701075543,cereals and tubers,Mil,KG,actual,Retail,XOF,329.72,0.5703
Collines,Dassa,Dassa-Zoumè,7.77743731628446,2.19833701075543,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,425.53,0.7361
Collines,Dassa,Dassa-Zoumè,7.77743731628446,2.19833701075543,cereals and tubers,Riz (local),KG,actual,Retail,XOF,372.34,0.6441
Collines,Dassa,Dassa-Zoumè,7.77743731628446,2.19833701075543,cereals and tubers,Sorgho,KG,actual,Retail,XOF,393.7,0.681
Collines,Dassa,Dassa-Zoumè,7.77743731628446,2.19833701075543,cereals and tubers,Igname,KG,actual,Retail,XOF,400.0,0.6919
Collines,Dassa,Dassa-Zoumè,7.77743731628446,2.19833701075543,pulses and nuts,Arachide,KG,actual,Retail,XOF,755.6,1.307
Collines,Dassa,Dassa-Zoumè,7.77743731628446,2.19833701075543,pulses and nuts,Soja,KG,actual,Retail,XOF,371.97,0.6434
Collines,Dassa,Dassa-Zoumè,7.77743731628446,2.19833701075543,vegetables and fruits,Chou,KG,actual,Retail,XOF,475.0,0.8216
Collines,Dassa,Dassa-Zoumè,7.77743731628446,2.19833701075543,vegetables and fruits,Oignons,KG,actual,Retail,XOF,450.0,0.7784
Collines,Dassa,Dassa-Zoumè,7.77743731628446,2.19833701075543,vegetables and fruits,Tomates,KG,actual,Retail,XOF,512.5,0.8865
Collines,Glazoue,Glazoué,7.97367819999999,2.24457910000001,cereals and tubers,gari,KG,actual,Retail,XOF,173.88,0.3008
Collines,Glazoue,Glazoué,7.97367819999999,2.24457910000001,cereals and tubers,Mil,KG,actual,Retail,XOF,132.4,0.229
Collines,Glazoue,Glazoué,7.97367819999999,2.24457910000001,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,531.91,0.9201
Collines,Glazoue,Glazoué,7.97367819999999,2.24457910000001,cereals and tubers,Riz (local),KG,actual,Retail,XOF,425.53,0.7361
Collines,Glazoue,Glazoué,7.97367819999999,2.24457910000001,cereals and tubers,Sorgho,KG,actual,Retail,XOF,190.62,0.3297
Collines,Glazoue,Glazoué,7.97367819999999,2.24457910000001,cereals and tubers,Ble,KG,actual,Retail,XOF,525.0,0.9081
Collines,Glazoue,Glazoué,7.97367819999999,2.24457910000001,cereals and tubers,Igname,KG,actual,Retail,XOF,106.25,0.1838
Collines,Glazoue,Glazoué,7.97367819999999,2.24457910000001,pulses and nuts,Arachide,KG,actual,Retail,XOF,527.78,0.9129
Collines,Glazoue,Glazoué,7.97367819999999,2.24457910000001,pulses and nuts,Soja,KG,actual,Retail,XOF,152.0,0.2629
Collines,Glazoue,Glazoué,7.97367819999999,2.24457910000001,vegetables and fruits,Chou,KG,actual,Retail,XOF,366.5,0.634
Collines,Glazoue,Glazoué,7.97367819999999,2.24457910000001,vegetables and fruits,Oignons,KG,actual,Retail,XOF,370.75,0.6413
Collines,Glazoue,Glazoué,7.97367819999999,2.24457910000001,vegetables and fruits,Tomates,KG,actual,Retail,XOF,621.0,1.0742
Collines,Ouesse,Ouesse,8.492850573,2.422200133,cereals and tubers,gari,KG,actual,Retail,XOF,174.63,0.3021
Collines,Ouesse,Ouesse,8.492850573,2.422200133,cereals and tubers,Mil,KG,actual,Retail,XOF,357.14,0.6178
Collines,Ouesse,Ouesse,8.492850573,2.422200133,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,531.91,0.9201
Collines,Ouesse,Ouesse,8.492850573,2.422200133,cereals and tubers,Riz (local),KG,actual,Retail,XOF,425.53,0.7361
Collines,Ouesse,Ouesse,8.492850573,2.422200133,cereals and tubers,Sorgho,KG,actual,Retail,XOF,178.57,0.3089
Collines,Ouesse,Ouesse,8.492850573,2.422200133,cereals and tubers,Igname,KG,actual,Retail,XOF,193.75,0.3351
Collines,Ouesse,Ouesse,8.492850573,2.422200133,pulses and nuts,Arachide,KG,actual,Retail,XOF,315.53,0.5458
Collines,Ouesse,Ouesse,8.492850573,2.422200133,pulses and nuts,Soja,KG,actual,Retail,XOF,181.66,0.3142
Collines,Ouesse,Ouesse,8.492850573,2.422200133,vegetables and fruits,Oignons,KG,actual,Retail,XOF,600.0,1.0378
Collines,Ouesse,Ouesse,8.492850573,2.422200133,vegetables and fruits,Tomates,KG,actual,Retail,XOF,725.0,1.2541
Collines,Savalou,Savalou,7.9301365,1.97102840000002,cereals and tubers,gari,KG,actual,Retail,XOF,309.52,0.5354
Collines,Savalou,Savalou,7.9301365,1.97102840000002,cereals and tubers,Mil,KG,actual,Retail,XOF,491.23,0.8497
Collines,Savalou,Savalou,7.9301365,1.97102840000002,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,531.91,0.9201
Collines,Savalou,Savalou,7.9301365,1.97102840000002,cereals and tubers,Riz (local),KG,actual,Retail,XOF,425.53,0.7361
Collines,Savalou,Savalou,7.9301365,1.97102840000002,cereals and tubers,Sorgho,KG,actual,Retail,XOF,526.32,0.9104
Collines,Savalou,Savalou,7.9301365,1.97102840000002,cereals and tubers,Ble,KG,actual,Retail,XOF,500.0,0.8649
Collines,Savalou,Savalou,7.9301365,1.97102840000002,cereals and tubers,Igname,KG,actual,Retail,XOF,566.67,0.9802
Collines,Savalou,Savalou,7.9301365,1.97102840000002,pulses and nuts,Arachide,KG,actual,Retail,XOF,760.87,1.3161
Collines,Savalou,Savalou,7.9301365,1.97102840000002,pulses and nuts,Soja,KG,actual,Retail,XOF,232.56,0.4023
Collines,Savalou,Savalou,7.9301365,1.97102840000002,vegetables and fruits,Chou,KG,actual,Retail,XOF,500.0,0.8649
Collines,Savalou,Savalou,7.9301365,1.97102840000002,vegetables and fruits,Oignons,KG,actual,Retail,XOF,583.33,1.009
Collines,Savalou,Savalou,7.9301365,1.97102840000002,vegetables and fruits,Tomates,KG,actual,Retail,XOF,533.33,0.9225
Couffo,Aplahoue,Azovè,6.9473986,1.70280149999996,cereals and tubers,gari,KG,actual,Retail,XOF,171.46,0.2966
Couffo,Aplahoue,Azovè,6.9473986,1.70280149999996,cereals and tubers,Mil,KG,actual,Retail,XOF,341.3,0.5904
Couffo,Aplahoue,Azovè,6.9473986,1.70280149999996,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,505.32,0.8741
Couffo,Aplahoue,Azovè,6.9473986,1.70280149999996,cereals and tubers,Igname,KG,actual,Retail,XOF,343.0,0.5933
Couffo,Aplahoue,Azovè,6.9473986,1.70280149999996,pulses and nuts,Arachide,KG,actual,Retail,XOF,647.25,1.1196
Couffo,Aplahoue,Azovè,6.9473986,1.70280149999996,pulses and nuts,Soja,KG,actual,Retail,XOF,311.42,0.5387
Couffo,Aplahoue,Azovè,6.9473986,1.70280149999996,vegetables and fruits,Chou,KG,actual,Retail,XOF,452.5,0.7827
Couffo,Aplahoue,Azovè,6.9473986,1.70280149999996,vegetables and fruits,Oignons,KG,actual,Retail,XOF,340.0,0.5881
Couffo,Aplahoue,Azovè,6.9473986,1.70280149999996,vegetables and fruits,Tomates,KG,actual,Retail,XOF,432.75,0.7485
Couffo,Dogbo-tota,Dogbo,6.80457591035683,1.78620044804717,cereals and tubers,gari,KG,actual,Retail,XOF,226.77,0.3923
Couffo,Dogbo-tota,Dogbo,6.80457591035683,1.78620044804717,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,531.91,0.9201
Couffo,Dogbo-tota,Dogbo,6.80457591035683,1.78620044804717,cereals and tubers,Sorgho,KG,actual,Retail,XOF,410.71,0.7104
Couffo,Dogbo-tota,Dogbo,6.80457591035683,1.78620044804717,cereals and tubers,Ble,KG,actual,Retail,XOF,500.0,0.8649
Couffo,Dogbo-tota,Dogbo,6.80457591035683,1.78620044804717,cereals and tubers,Igname,KG,actual,Retail,XOF,193.75,0.3351
Couffo,Dogbo-tota,Dogbo,6.80457591035683,1.78620044804717,pulses and nuts,Arachide,KG,actual,Retail,XOF,536.91,0.9287
Couffo,Dogbo-tota,Dogbo,6.80457591035683,1.78620044804717,pulses and nuts,Soja,KG,actual,Retail,XOF,193.35,0.3344
Couffo,Dogbo-tota,Dogbo,6.80457591035683,1.78620044804717,vegetables and fruits,Chou,KG,actual,Retail,XOF,318.75,0.5514
Couffo,Dogbo-tota,Dogbo,6.80457591035683,1.78620044804717,vegetables and fruits,Oignons,KG,actual,Retail,XOF,188.75,0.3265
Couffo,Dogbo-tota,Dogbo,6.80457591035683,1.78620044804717,vegetables and fruits,Tomates,KG,actual,Retail,XOF,443.75,0.7676
Couffo,Klouekanme,Klouékanmè,7.06631444292734,1.87731026042357,cereals and tubers,gari,KG,actual,Retail,XOF,248.72,0.4302
Couffo,Klouekanme,Klouékanmè,7.06631444292734,1.87731026042357,cereals and tubers,Mil,KG,actual,Retail,XOF,339.29,0.5869
Couffo,Klouekanme,Klouékanmè,7.06631444292734,1.87731026042357,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,478.72,0.8281
Couffo,Klouekanme,Klouékanmè,7.06631444292734,1.87731026042357,cereals and tubers,Riz (local),KG,actual,Retail,XOF,496.45,0.8587
Couffo,Klouekanme,Klouékanmè,7.06631444292734,1.87731026042357,cereals and tubers,Ble,KG,actual,Retail,XOF,502.67,0.8695
Couffo,Klouekanme,Klouékanmè,7.06631444292734,1.87731026042357,cereals and tubers,Igname,KG,actual,Retail,XOF,217.5,0.3762
Couffo,Klouekanme,Klouékanmè,7.06631444292734,1.87731026042357,pulses and nuts,Arachide,KG,actual,Retail,XOF,411.07,0.711
Couffo,Klouekanme,Klouékanmè,7.06631444292734,1.87731026042357,pulses and nuts,Soja,KG,actual,Retail,XOF,251.8,0.4355
Couffo,Klouekanme,Klouékanmè,7.06631444292734,1.87731026042357,vegetables and fruits,Oignons,KG,actual,Retail,XOF,256.25,0.4432
Couffo,Klouekanme,Klouékanmè,7.06631444292734,1.87731026042357,vegetables and fruits,Tomates,KG,actual,Retail,XOF,255.0,0.4411
Donga,Bassila,Bassila,9.00847655390852,1.66607207433858,cereals and tubers,gari,KG,actual,Retail,XOF,275.0,0.4757
Donga,Bassila,Bassila,9.00847655390852,1.66607207433858,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,446.1,0.7716
Donga,Bassila,Bassila,9.00847655390852,1.66607207433858,cereals and tubers,Riz (local),KG,actual,Retail,XOF,408.92,0.7073
Donga,Bassila,Bassila,9.00847655390852,1.66607207433858,cereals and tubers,Ble,KG,actual,Retail,XOF,400.0,0.6919
Donga,Bassila,Bassila,9.00847655390852,1.66607207433858,pulses and nuts,Arachide,KG,actual,Retail,XOF,595.79,1.0306
Donga,Bassila,Bassila,9.00847655390852,1.66607207433858,pulses and nuts,Soja,KG,actual,Retail,XOF,223.58,0.3867
Donga,Bassila,Bassila,9.00847655390852,1.66607207433858,vegetables and fruits,Chou,KG,actual,Retail,XOF,215.0,0.3719
Donga,Bassila,Bassila,9.00847655390852,1.66607207433858,vegetables and fruits,Oignons,KG,actual,Retail,XOF,300.0,0.5189
Donga,Bassila,Bassila,9.00847655390852,1.66607207433858,vegetables and fruits,Tomates,KG,actual,Retail,XOF,190.75,0.3299
Donga,Djougou,Djougou,9.7080916,1.66635229999997,cereals and tubers,gari,KG,actual,Retail,XOF,221.24,0.3827
Donga,Djougou,Djougou,9.7080916,1.66635229999997,cereals and tubers,Mil,KG,actual,Retail,XOF,80.25,0.1388
Donga,Djougou,Djougou,9.7080916,1.66635229999997,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,478.72,0.8281
Donga,Djougou,Djougou,9.7080916,1.66635229999997,cereals and tubers,Riz (local),KG,actual,Retail,XOF,343.84,0.5948
Donga,Djougou,Djougou,9.7080916,1.66635229999997,cereals and tubers,Sorgho,KG,actual,Retail,XOF,216.05,0.3737
Donga,Djougou,Djougou,9.7080916,1.66635229999997,pulses and nuts,Soja,KG,actual,Retail,XOF,304.69,0.527
Donga,Djougou,Djougou,9.7080916,1.66635229999997,vegetables and fruits,Oignons,KG,actual,Retail,XOF,380.0,0.6573
Donga,Djougou,Djougou,9.7080916,1.66635229999997,vegetables and fruits,Tomates,KG,actual,Retail,XOF,450.0,0.7784
Donga,Ouake,Kassoua-Allah,9.673328625,1.370989375,cereals and tubers,gari,KG,actual,Retail,XOF,331.25,0.573
Donga,Ouake,Kassoua-Allah,9.673328625,1.370989375,cereals and tubers,Mil,KG,actual,Retail,XOF,84.0,0.1453
Donga,Ouake,Kassoua-Allah,9.673328625,1.370989375,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,483.27,0.8359
Donga,Ouake,Kassoua-Allah,9.673328625,1.370989375,cereals and tubers,Riz (local),KG,actual,Retail,XOF,321.56,0.5562
Donga,Ouake,Kassoua-Allah,9.673328625,1.370989375,cereals and tubers,Igname,KG,actual,Retail,XOF,248.25,0.4294
Donga,Ouake,Kassoua-Allah,9.673328625,1.370989375,pulses and nuts,Arachide,KG,actual,Retail,XOF,630.84,1.0912
Donga,Ouake,Kassoua-Allah,9.673328625,1.370989375,pulses and nuts,Soja,KG,actual,Retail,XOF,292.17,0.5054
Donga,Ouake,Kassoua-Allah,9.673328625,1.370989375,vegetables and fruits,Chou,KG,actual,Retail,XOF,251.75,0.4355
Donga,Ouake,Kassoua-Allah,9.673328625,1.370989375,vegetables and fruits,Oignons,KG,actual,Retail,XOF,340.25,0.5885
Donga,Ouake,Kassoua-Allah,9.673328625,1.370989375,vegetables and fruits,Tomates,KG,actual,Retail,XOF,305.25,0.528
Littoral,Cotonou,Dantokpa,6.374875,2.430846,cereals and tubers,gari,KG,actual,Retail,XOF,357.14,0.6178
Littoral,Cotonou,Dantokpa,6.374875,2.430846,cereals and tubers,Mil,KG,actual,Retail,XOF,402.3,0.6959
Littoral,Cotonou,Dantokpa,6.374875,2.430846,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,531.91,0.9201
Littoral,Cotonou,Dantokpa,6.374875,2.430846,cereals and tubers,Sorgho,KG,actual,Retail,XOF,333.33,0.5766
Littoral,Cotonou,Dantokpa,6.374875,2.430846,cereals and tubers,Igname,KG,actual,Retail,XOF,380.0,0.6573
Littoral,Cotonou,Dantokpa,6.374875,2.430846,pulses and nuts,Arachide,KG,actual,Retail,XOF,760.87,1.3161
Littoral,Cotonou,Dantokpa,6.374875,2.430846,pulses and nuts,Soja,KG,actual,Retail,XOF,348.84,0.6034
Littoral,Cotonou,Dantokpa,6.374875,2.430846,vegetables and fruits,Chou,KG,actual,Retail,XOF,611.0,1.0569
Littoral,Cotonou,Dantokpa,6.374875,2.430846,vegetables and fruits,Oignons,KG,actual,Retail,XOF,225.0,0.3892
Littoral,Cotonou,Dantokpa,6.374875,2.430846,vegetables and fruits,Tomates,KG,actual,Retail,XOF,921.0,1.5931
Mono,Come,Comé,6.404500066,1.88262928,cereals and tubers,gari,KG,actual,Retail,XOF,432.69,0.7484
Mono,Come,Comé,6.404500066,1.88262928,cereals and tubers,Mil,KG,actual,Retail,XOF,603.45,1.0438
Mono,Come,Comé,6.404500066,1.88262928,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,425.53,0.7361
Mono,Come,Comé,6.404500066,1.88262928,cereals and tubers,Ble,KG,actual,Retail,XOF,400.0,0.6919
Mono,Come,Comé,6.404500066,1.88262928,cereals and tubers,Igname,KG,actual,Retail,XOF,512.5,0.8865
Mono,Come,Comé,6.404500066,1.88262928,pulses and nuts,Arachide,KG,actual,Retail,XOF,937.5,1.6216
Mono,Come,Comé,6.404500066,1.88262928,pulses and nuts,Soja,KG,actual,Retail,XOF,421.51,0.7291
Mono,Come,Comé,6.404500066,1.88262928,vegetables and fruits,Oignons,KG,actual,Retail,XOF,172.5,0.2984
Mono,Come,Comé,6.404500066,1.88262928,vegetables and fruits,Tomates,KG,actual,Retail,XOF,1037.5,1.7946
Oueme,Adjohoun,Azowlissè,6.666860222,2.491859927,cereals and tubers,gari,KG,actual,Retail,XOF,357.14,0.6178
Oueme,Adjohoun,Azowlissè,6.666860222,2.491859927,cereals and tubers,Mil,KG,actual,Retail,XOF,474.14,0.8201
Oueme,Adjohoun,Azowlissè,6.666860222,2.491859927,cereals and tubers,Riz (importé),KG,actual,Retail,XOF,531.91,0.9201
Oueme,Adjohoun,Azowlissè,6.666860222,2.491859927,cereals and tubers,Riz (local),KG,actual,Retail,XOF,372.34,0.6441
Oueme,Adjohoun,Azowlissè,6.666860222,2.491859927,cereals and tubers,Ble,KG,actual,Retail,XOF,400.0,0.6919
Oueme,Adjohoun,Azowlissè,6.666860222,2.491859927,pulses and nuts,Arachide,KG,actual,Retail,XOF,597.83,1.0341
Oueme,Adjohoun,Azowlissè,6.666860222,2.491859927,pulses and nuts,Soja,KG,actual,Retail,XOF,290.7,0.5028
Oueme,Adjohoun,Azowlissè,6.666860222,2.491859927,vegetables and fruits,Oignons,KG,actual,Retail,XOF,266.25,0.4605
